Probe	Gene	Fold_Change	t_test_p	t_test_adjp	snr_p	snr_adjp	limma_p	limma_adjp	anova_p	anova_adjp	signif_parametric	wilcoxon_p	wilcoxon_adjp
ILMN_1215209	CLECSF9	-1.110943822	0.0198742	0.16408427	0.02030331	0.16494841	0.01231585	0.13728535	0.01456125	0.147630924	0	0.016448649	0.17608907
ILMN_2841290	TNFAIP2	-1.110987512	0.0002995	0.01489206	0.0006399	0.01941092	0.00030838	0.01458748	0.00018794	0.010853565	1	0.000212368	0.01604723
ILMN_2959293	UPP1	-1.111007524	0.00149689	0.03478153	0.00149689	0.03284241	0.00100994	0.03163507	0.00135104	0.037410476	1	0.002314272	0.06295874
ILMN_2614563	APOL7C	-1.111021044	0.0002995	0.01489206	0.0002995	0.01335371	0.0000444	0.00364378	0.00014172	0.009037925	1	0.000237231	0.01736224
ILMN_3160203	ZFP213	-1.11102856	0.0006399	0.0211535	0.0006399	0.01941092	0.0000159	0.00174469	0.0000628	0.00500903	1	0.000306263	0.02048222
ILMN_2601379	MGC18837	-1.111045685	0.0002995	0.01489206	0.0002995	0.01335371	0.0000105	0.00128151	0.0000199	0.002370654	1	4.51564E-05	0.00675851
ILMN_1235000	YIF1A	-1.111117156	0.0006399	0.0211535	0.0006399	0.01941092	0.0000128	0.00148603	0.00000478	0.000855756	1	3.83949E-05	0.00609954
ILMN_2640995	SPIRE2	-1.111127251	0.0002995	0.01489206	0.0002995	0.01335371	1.43E-07	0.0000497	5.59E-07	0.000175929	1	5.39498E-06	0.00202516
ILMN_2884098	GORASP2	-1.111288278	0.0002995	0.01489206	0.0002995	0.01335371	0.00000784	0.00105936	0.0000312	0.003152395	1	7.28705E-05	0.00865281
ILMN_1256142	MARCKS	-1.111356803	0.00537037	0.07818332	0.00176049	0.03635757	0.0000741	0.00534833	0.00026102	0.01332625	0	0.000643034	0.03157309
ILMN_2601147	KDELC1	-1.111368149	0.00176049	0.0385938	0.0020184	0.03953445	0.00053473	0.0212191	0.00078635	0.027233771	1	0.001581552	0.05126497
ILMN_2680549	PIK3CB	-1.111474769	0.0002995	0.01489206	0.0002995	0.01335371	0.00025023	0.01267398	0.00045843	0.01916188	1	0.001686462	0.05325863
ILMN_1218181	IFITM6	-1.111515015	0.00122569	0.03054155	0.00122569	0.02881591	0.00094292	0.03016485	0.00037738	0.0167608	1	0.000643034	0.03157309
ILMN_2550095	6230425C21RIK	-1.111625769	0.00149689	0.03478153	0.00176049	0.03635757	0.00081345	0.02755739	0.00195454	0.046417419	1	0.003149701	0.07483876
ILMN_1224390	1700129I04RIK	-1.111956114	0.0002995	0.01489206	0.0002995	0.01335371	0.00000447	0.00070872	0.0000272	0.002888688	1	0.000189968	0.01508948
ILMN_1240746	MCPT4	-1.111968534	0.00444101	0.0691859	0.00176049	0.03635757	0.0001123	0.0072499	0.00028643	0.014095117	0	0.002173782	0.0607706
ILMN_1230423	SH3PXD2B	-1.111999219	0.0002995	0.01489206	0.0002995	0.01335371	0.0000155	0.00171658	0.00000487	0.000862773	1	7.88278E-05	0.00901523
ILMN_1247468	FTSJ3	-1.112004157	0.0002995	0.01489206	0.0002995	0.01335371	0.0000521	0.00404506	0.0000644	0.005086516	1	6.47271E-05	0.00803428
ILMN_3140913	TBC1D2	-1.112150855	0.0002995	0.01489206	0.0002995	0.01335371	0.0000389	0.00330101	0.00000834	0.001279253	1	0.000111802	0.01097902
ILMN_2519673	VWF	-1.112341924	0.0006399	0.0211535	0.0002995	0.01335371	0.0000321	0.00289074	0.0000414	0.003820132	1	9.21504E-05	0.00995203
ILMN_2617468	CHAC1	-1.112462827	0.00122569	0.03054155	0.00094262	0.02430167	0.00100678	0.03156276	0.00039234	0.017180018	1	0.000665544	0.03206944
ILMN_2450031	SCL0004020.1_31	-1.112588927	0.00094262	0.02607154	0.00094262	0.02430167	0.0000097	0.00121762	0.0000309	0.003134864	1	3.68613E-05	0.00599924
ILMN_2450155	IGLC2_J00595_IG_L-A1M.11B2D6A0_8C2O4N5STA0N.0T0_022_91945	0.01489206	0.0002995	0.01335371	0.00000122	0.00025882	0.0000337	0.003292439	1	0.000317448	0.02078825
ILMN_1218104	5630401D24RIK	-1.112744368	0.0002995	0.01489206	0.0002995	0.01335371	0.00000346	0.00058692	0.00000396	0.000746457	1	5.74504E-05	0.00761864
ILMN_1237743	LOC382813	-1.112766578	0.0002995	0.01489206	0.0002995	0.01335371	6.54E-07	0.0001601	0.00000198	0.000436891	1	1.08955E-05	0.00300091
ILMN_1222872	WBSCR16	-1.112770151	0.00373333	0.06184411	0.00397039	0.06196763	0.00137828	0.03773799	0.00362037	0.068005458	0	0.004924874	0.09535694
ILMN_2687828	ARID3A	-1.112982962	0.00965407	0.11001819	0.00786961	0.09521779	0.00278855	0.05902629	0.00354237	0.067235737	0	0.011096803	0.14428014
ILMN_2772492	TSR1	-1.11339113	0.0002995	0.01489206	0.0002995	0.01335371	0.0000835	0.00583655	0.0000958	0.0067548	1	0.000146035	0.01292295
ILMN_2868480	EAR4	-1.11346403	0.06828805	0.3184975	0.07366518	0.32882749	0.05977412	0.31205079	0.07952314	0.35376248	0	0.035872649	0.25847743
ILMN_1219168	GPN1	-1.113513745	0.0002995	0.01489206	0.0002995	0.01335371	0.00012201	0.00760514	0.00045913	0.01916188	1	0.000621233	0.03109305
ILMN_1214608	PLXND1	-1.113701478	0.00094262	0.02607154	0.0006399	0.01941092	0.0000167	0.00178763	0.0000626	0.00500138	1	0.000816732	0.0360345
ILMN_2723708	FNBP1	-1.113872343	0.0002995	0.01489206	0.0002995	0.01335371	0.00000754	0.00103182	0.0000151	0.001938491	1	5.09531E-05	0.00725295
ILMN_2806180	CSF3R	-1.11399081	0.00176049	0.0385938	0.00149689	0.03284241	0.00012188	0.00760514	0.00034547	0.015942739	1	0.001977658	0.05767797
ILMN_2652172	NAGK	-1.114167208	0.00094262	0.02607154	0.00094262	0.02430167	0.0000386	0.00328743	0.00010625	0.007284834	1	0.000212368	0.01604723
ILMN_2859847	PYGL	-1.114288643	0.00149689	0.03478153	0.00149689	0.03284241	0.00010118	0.00668036	0.0003779	0.0167608	1	0.001482614	0.04961268
ILMN_2470360	BC037704	-1.11448614	0.0002995	0.01489206	0.0002995	0.01335371	0.00000126	0.00026389	0.00000148	0.000354054	1	9.15833E-06	0.00268109
ILMN_1217040	1300001I01RIK	-1.114584244	0.00276802	0.05133777	0.00349473	0.0566205	0.00171808	0.04381888	0.00349757	0.066721909	0	0.005373592	0.10008988
ILMN_1223285	HSPA2	-1.115046275	0.0002995	0.01489206	0.0002995	0.01335371	7.97E-07	0.00018585	0.00000345	0.000677604	1	4.70154E-05	0.00688184
ILMN_2950814	GM962	-1.115047143	0.0067415	0.08943186	0.00537037	0.07497442	0.00081444	0.02757069	0.00231909	0.051476756	0	0.004783009	0.09409752
ILMN_1214952	CLN3	-1.115097709	0.0002995	0.01489206	0.0002995	0.01335371	0.00000672	0.00095405	0.0000454	0.004033989	1	6.73408E-05	0.00831435
ILMN_3163504	METTL4	-1.115151964	0.0002995	0.01489206	0.0002995	0.01335371	0.0000174	0.00183259	0.00000733	0.001185124	1	5.09531E-05	0.00725295
ILMN_2822552	UBTD2	-1.115214016	0.00094262	0.02607154	0.00122569	0.02881591	0.00077456	0.02682534	0.00233485	0.051588335	0	0.00270263	0.06885567
ILMN_2717678	MUC13	-1.115246667	0.0006399	0.0211535	0.0002995	0.01335371	0.00000878	0.00114799	0.0000157	0.00199766	1	5.97852E-05	0.00777325
ILMN_2433547	TRP53BP1	-1.115309394	0.0002995	0.01489206	0.0002995	0.01335371	0.00000111	0.00024093	0.00000369	0.000720943	1	3.53859E-05	0.0058616
ILMN_2788073	HMOX1	-1.115323968	0.00696781	0.09115463	0.00397039	0.06196763	0.00102352	0.0318673	0.00150214	0.039708565	0	0.001977658	0.05767797
ILMN_1219208	NOL6	-1.115717769	0.0002995	0.01489206	0.0002995	0.01335371	0.00000446	0.00070872	0.0000167	0.00209125	1	0.000146035	0.01292295
ILMN_1237430	PHLPP	-1.11586422	0.00122569	0.03054155	0.00122569	0.02881591	0.00024063	0.01226772	0.00035426	0.016129651	1	0.000844832	0.03651291
ILMN_2723483	POLR1B	-1.115874714	0.00122569	0.03054155	0.0006399	0.01941092	0.0000273	0.00256319	0.0000442	0.003965776	1	0.000228655	0.01684049
ILMN_2958484	NLRX1	-1.115901939	0.0006399	0.0211535	0.0006399	0.01941092	0.00000911	0.00116871	0.0000192	0.002327044	1	0.000157497	0.01350097
ILMN_2661367	HYOU1	-1.11593221	0.0006399	0.0211535	0.0006399	0.01941092	0.00036758	0.01649923	0.00030102	0.014549744	1	0.000306263	0.02048222
ILMN_2608145	HDHD3	-1.116104843	0.0002995	0.01489206	0.0002995	0.01335371	0.000037	0.00321551	0.000031	0.003134864	1	0.000228655	0.01684049
ILMN_2791028	APP	-1.116183137	0.00276802	0.05133777	0.00276802	0.04845153	0.00012627	0.00779232	0.00047158	0.019546304	0	0.000540727	0.02850419
ILMN_2524865	CHI3L4	-1.11643408	0.0056004	0.08017457	0.00420612	0.06441203	0.00119938	0.03484851	0.00116094	0.034266489	0	0.012346572	0.15195555
ILMN_1254929	RCL1	-1.116461155	0.0002995	0.01489206	0.0002995	0.01335371	6.64E-07	0.0001602	0.00000774	0.001225133	1	9.21504E-05	0.00995203
ILMN_2939185	BC056474	-1.116523763	0.0002995	0.01489206	0.0002995	0.01335371	0.0000038	0.00063012	0.00000221	0.000472255	1	1.1878E-05	0.00314139
ILMN_1228613	PYCRL	-1.116634512	0.0002995	0.01489206	0.0002995	0.01335371	0.00014129	0.00855208	0.000044	0.003965776	1	5.74504E-05	0.00761864
ILMN_2877507	PIGQ	-1.11667927	0.00094262	0.02607154	0.0006399	0.01941092	0.0000468	0.00378362	0.00015238	0.009444363	1	0.000621233	0.03109305
ILMN_2868131	PIGT	-1.117024219	0.00122569	0.03054155	0.00122569	0.02881591	0.0000929	0.00632166	0.00031205	0.014897503	1	0.0007895	0.03543767
ILMN_1221943	SDF2L1	-1.117198955	0.00301234	0.05440113	0.0020184	0.03953445	0.00040857	0.01777361	0.00080514	0.027596907	0	0.001389407	0.04772897
ILMN_2750515	FOS	-1.11747226	0.0002995	0.01489206	0.0002995	0.01335371	0.0000144	0.00162351	0.000053	0.004480844	1	0.000643034	0.03157309
ILMN_3005873	SORT1	-1.11753372	0.0002995	0.01489206	0.0002995	0.01335371	4.28E-07	0.00011785	5.34E-07	0.000169129	1	3.83949E-05	0.00609954
ILMN_2934448	TJAP1	-1.118088782	0.0002995	0.01489206	0.0002995	0.01335371	0.0000041	0.00066517	0.00000738	0.001188627	1	2.54447E-05	0.00475651
ILMN_1240615	OLFM1	-1.118125635	0.0020184	0.04200694	0.00122569	0.02881591	0.0000124	0.00144846	0.000029	0.003012161	1	0.000284828	0.01943975
ILMN_2706231	SYNGR2	-1.118544974	0.0020184	0.04200694	0.00227139	0.0429166	0.00192157	0.04705068	0.00155324	0.040345167	1	0.00270263	0.06885567
ILMN_2776850	GAS7	-1.118567525	0.0006399	0.0211535	0.0006399	0.01941092	0.0000167	0.00178977	0.0000788	0.005900268	1	0.000140602	0.01273272
ILMN_2815889	GRWD1	-1.118687936	0.0002995	0.01489206	0.0002995	0.01335371	0.0000165	0.00178433	0.0000203	0.002399815	1	3.99889E-05	0.00618393
ILMN_1258394	AARS	-1.118724378	0.0002995	0.01489206	0.0002995	0.01335371	1.52E-08	0.00000944	3.84E-08	0.0000267	1	2.99936E-06	0.00146959
ILMN_2685565	TYMP	-1.119134268	0.0002995	0.01489206	0.0002995	0.01335371	5.95E-07	0.00014895	0.00000154	0.000360893	1	6.47271E-05	0.00803428
ILMN_1249313	RABL3	-1.119280075	0.0002995	0.01489206	0.0002995	0.01335371	0.00000837	0.00111027	0.0000181	0.002239201	1	8.19708E-05	0.00930671
ILMN_2630459	CXCR4	-1.119486645	0.01664564	0.14895372	0.010097	0.10925562	0.00150846	0.04007654	0.00513661	0.082861032	0	0.009432496	0.13248473
ILMN_2736690	2210411K11RIK	-1.119517225	0.0002995	0.01489206	0.0002995	0.01335371	0.00000361	0.00060385	3.36E-07	0.00012714	1	1.64374E-06	0.00107762
ILMN_2987863	PER2	-1.119751625	0.0020184	0.04200694	0.00122569	0.02881591	0.00049047	0.0200248	0.00050945	0.020548879	1	0.001389407	0.04772897
ILMN_2600744	RGS16	-1.119945836	0.0006399	0.0211535	0.0002995	0.01335371	0.0000862	0.00599563	0.0000228	0.002596277	1	5.09531E-05	0.00725295
ILMN_3091641	DAB2	-1.120084423	0.0056004	0.08017457	0.00349473	0.0566205	0.00031561	0.01486932	0.00066486	0.024504648	0	0.003346676	0.07734743
ILMN_2684651	MSI2H	-1.120151943	0.0006399	0.0211535	0.00094262	0.02430167	0.00015616	0.00905564	0.00017757	0.010475755	1	0.00036664	0.02284602
ILMN_2425415	UBE3B	-1.12020859	0.0002995	0.01489206	0.0002995	0.01335371	2.27E-07	0.0000712	3.67E-07	0.000134456	1	2.65234E-05	0.00480383
ILMN_2733733	TLR2	-1.120344381	0.00176049	0.0385938	0.00149689	0.03284241	0.0000662	0.00487536	0.00022244	0.012123944	1	0.000844832	0.03651291
ILMN_2855261	SLC25A39	-1.120465978	0.0002995	0.01489206	0.0002995	0.01335371	0.00020524	0.01103168	0.00039608	0.017311138	1	0.00042277	0.02466001
ILMN_2713464	ABHD4	-1.120638738	0.0002995	0.01489206	0.0002995	0.01335371	0.0000249	0.00241551	0.000033	0.003242217	1	2.76455E-05	0.00493033
ILMN_2574165	SLC7A11	-1.120754955	0.0002995	0.01489206	0.0002995	0.01335371	0.00000981	0.00121884	0.0000519	0.004442214	1	7.0054E-05	0.00846962
ILMN_1259069	F730003H07RIK	-1.121065354	0.02201501	0.1748995	0.01513108	0.13869555	0.00567109	0.08820028	0.00888129	0.111410421	0	0.019156396	0.19024382
ILMN_1252157	A330102K04RIK	-1.121227393	0.0006399	0.0211535	0.0006399	0.01941092	0.0000632	0.00470014	0.0000802	0.005962962	1	0.001179468	0.04378253
ILMN_2935032	FBXL6	-1.121239133	0.0002995	0.01489206	0.0002995	0.01335371	5.04E-07	0.00013181	0.00000874	0.00131658	1	0.000120719	0.01149104
ILMN_1253919	CCL3	-1.121443309	0.00965407	0.11001819	0.00965407	0.10652405	0.00345725	0.06587166	0.00570388	0.08745013	0	0.009432496	0.13248473
ILMN_1260585	STFA2	-1.121655647	0.00094262	0.02607154	0.0006399	0.01941092	0.00017433	0.00971369	0.00029736	0.01443844	1	0.000816732	0.0360345
ILMN_3136638	SNCA	-1.121686063	0.00786961	0.09842737	0.00373333	0.05925673	0.00040521	0.01771	0.00102328	0.031817359	0	0.033458819	0.25026637
ILMN_2936380	SGPL1	-1.121901135	0.0002995	0.01489206	0.0002995	0.01335371	0.0000477	0.00381669	0.0000543	0.004539402	1	6.47271E-05	0.00803428
ILMN_2673211	PFN1	-1.121964524	0.00467484	0.07150478	0.00176049	0.03635757	0.0006747	0.02461215	0.00083935	0.02829048	0	0.005858907	0.10440833
ILMN_1221451	DHRSX	-1.12290417	0.00176049	0.0385938	0.00176049	0.03635757	0.00051556	0.02072359	0.0008206	0.027941947	1	0.0007895	0.03543767
ILMN_2450491	TRFR2	-1.122926835	0.0002995	0.01489206	0.0002995	0.01335371	0.00000472	0.0007333	0.0000173	0.002159478	1	5.74504E-05	0.00761864
ILMN_2790512	1110039B18RIK	-1.123368404	0.0002995	0.01489206	0.0002995	0.01335371	0.00000228	0.0004265	0.0000102	0.001443157	1	9.21504E-05	0.00995203
ILMN_2894450	SNX15	-1.123418502	0.0002995	0.01489206	0.0002995	0.01335371	8.55E-08	0.0000344	6.06E-07	0.000186894	1	1.89821E-05	0.00409055
ILMN_1223966	LOC385959	-1.123693602	0.00122569	0.03054155	0.00149689	0.03284241	0.00280154	0.05916668	0.00128214	0.036191446	0	0.001686537	0.05325863
ILMN_2736347	PRMT7	-1.123726664	0.0002995	0.01489206	0.0002995	0.01335371	1.05E-09	0.00000111	1.93E-09	0.00000357	1	2.60834E-07	0.00041187
ILMN_2491099	XPOT	-1.123742439	0.0002995	0.01489206	0.0002995	0.01335371	0.00000196	0.00037186	0.00000128	0.000311058	1	3.43889E-06	0.00156931
ILMN_1232396	EAR2	-1.123772011	0.06497475	0.31131649	0.06269472	0.3035407	0.05031812	0.28834804	0.06049753	0.307739355	0	0.057275046	0.32303182
ILMN_1218602	G6PC3	-1.124251076	0.00276802	0.05133777	0.00176049	0.03635757	0.00027886	0.01369203	0.00034532	0.015942739	0	0.001531347	0.05016159
ILMN_3135781	ANXA3	-1.124627391	0.00122569	0.03054155	0.0006399	0.01941092	0.0000259	0.00247667	0.0000866	0.006296133	1	0.000873828	0.03714525
ILMN_2892376	DHX29	-1.124906344	0.0002995	0.01489206	0.0002995	0.01335371	9.49E-07	0.00021238	0.00000258	0.000529628	1	2.384E-06	0.00130551
ILMN_3161878	BID	-1.124973739	0.0002995	0.01489206	0.0002995	0.01335371	0.00000056	0.00014321	5.74E-07	0.000179299	1	2.61375E-06	0.00136712
ILMN_2847787	EMR1	-1.125484607	0.00420612	0.06669083	0.00276802	0.04845153	0.0000979	0.00654917	0.0007017	0.025381142	0	0.00388914	0.08408165
ILMN_2646878	BLMH	-1.12551314	0.0002995	0.01489206	0.0002995	0.01335371	0.00000334	0.00057008	0.0000062	0.001053987	1	1.41013E-05	0.00347315
ILMN_2706853	SCAMP1	-1.125532389	0.0002995	0.01489206	0.0002995	0.01335371	4.75E-07	0.00012706	8.24E-07	0.00022965	1	1.41024E-05	0.00347315
ILMN_2843698	SMARCAL1	-1.125762101	0.0002995	0.01489206	0.0002995	0.01335371	0.00000964	0.00121216	0.0000268	0.002862094	1	2.65234E-05	0.00480383
ILMN_2717366	OASL1	-1.125975138	0.0006399	0.0211535	0.0002995	0.01335371	0.00013051	0.00798826	0.0000663	0.005180373	1	0.000317538	0.02078825
ILMN_2546073	WDR68	-1.126231678	0.0002995	0.01489206	0.0002995	0.01335371	1.61E-07	0.0000542	2.79E-07	0.000110081	1	2.86522E-06	0.00144964
ILMN_3128907	CD63	-1.126420996	0.00176049	0.0385938	0.00149689	0.03284241	0.00054271	0.02136604	0.00067862	0.02485273	1	0.002387591	0.06387081
ILMN_2678355	AMIGO2	-1.126430355	0.0002995	0.01489206	0.0002995	0.01335371	9.13E-08	0.000036	1.85E-07	0.0000834	1	2.65193E-05	0.00480383
ILMN_2655895	AKT2	-1.126825454	0.0002995	0.01489206	0.0002995	0.01335371	2.01E-07	0.0000653	1.53E-07	0.0000735	1	1.49656E-06	0.00102442
ILMN_2625114	CDKAL1	-1.127010951	0.00122569	0.03054155	0.00094262	0.02430167	0.00000936	0.00118696	0.0000213	0.002477176	1	5.52021E-05	0.00760204
ILMN_2667384	SLC6A9	-1.127361604	0.0002995	0.01489206	0.0002995	0.01335371	0.00000932	0.00118696	0.0000174	0.002159478	1	0.000246108	0.01770572
ILMN_1222988	LOC386268	-1.127498485	0.00094262	0.02607154	0.0002995	0.01335371	0.00058613	0.02242668	0.00019971	0.011313575	1	0.001104095	0.04229821
ILMN_2895557	GFI1B	-1.127535545	0.0006399	0.0211535	0.0002995	0.01335371	0.00000674	0.00095405	0.0000135	0.001778728	1	7.88278E-05	0.00901523
ILMN_2925653	EAR2	-1.127584391	0.04792887	0.26510337	0.0460496	0.2570874	0.02741967	0.21097335	0.04301028	0.260513034	0	0.073688628	0.36208008
ILMN_1216972	CLEC4E	-1.128106489	0.00373333	0.06184411	0.0020184	0.03953445	0.00014878	0.00879971	0.0003322	0.01550964	0	0.007560831	0.11797989
ILMN_2652385	BAZ2A	-1.128274842	0.0020184	0.04200694	0.0020184	0.03953445	0.00086242	0.02851067	0.00124947	0.035680505	1	0.001482614	0.04961268
ILMN_3158659	C230096C10RIK	-1.128382209	0.00149689	0.03478153	0.00094262	0.02430167	0.00022091	0.01167139	0.00013978	0.008999194	1	0.000966442	0.03935694
ILMN_2675223	CD33	-1.128563646	0.00094262	0.02607154	0.0006399	0.01941092	0.00001	0.00123611	0.0000453	0.004030508	1	0.000844832	0.03651291
ILMN_2609073	MGAT4B	-1.128660345	0.0002995	0.01489206	0.0002995	0.01335371	0.0000179	0.00186806	0.00013637	0.008839388	1	0.000204627	0.01592867
ILMN_2588055	ACTB	-1.128864948	0.31306407	0.64308013	0.32394852	0.65411508	0.24448523	0.59865801	0.32099244	0.661760783	0	0.345393797	0.69414296
ILMN_2680686	ALG12	-1.129043435	0.0002995	0.01489206	0.0002995	0.01335371	0.0000444	0.00364378	0.0000134	0.001768921	1	1.29447E-05	0.00332893
ILMN_1219820	1200002N14RIK	-1.129152823	0.0006399	0.0211535	0.0006399	0.01941092	0.00000983	0.00121884	0.0000795	0.0059192	1	9.95836E-05	0.01046347
ILMN_2589893	TBRG4	-1.129261707	0.0006399	0.0211535	0.0006399	0.01941092	0.00017752	0.00983669	0.00024679	0.012817366	1	0.00036664	0.02284602
ILMN_2975312	FCER2A	-1.129737894	0.00252097	0.04839275	0.0020184	0.03953445	0.00029365	0.01413478	0.00040153	0.017418469	1	0.002243019	0.06192516
ILMN_2667033	ZXDC	-1.130679589	0.0002995	0.01489206	0.0002995	0.01335371	0.00000237	0.0004394	0.0000082	0.00127918	1	2.34111E-05	0.00450296
ILMN_2622671	ACSL1	-1.131479516	0.0006399	0.0211535	0.0002995	0.01335371	3.66E-07	0.00010462	8.01E-07	0.000227328	1	9.15833E-06	0.00268109
ILMN_2674324	THOP1	-1.131537424	0.0006399	0.0211535	0.0006399	0.01941092	0.0000524	0.00405887	0.00013374	0.008742949	1	0.000486846	0.02669165
ILMN_1259290	AKT3	-1.131538979	0.0002995	0.01489206	0.0002995	0.01335371	6.4E-08	0.0000271	2.38E-07	0.000101599	1	3.28593E-06	0.00154495
ILMN_2932539	RING1	-1.132133147	0.0002995	0.01489206	0.0002995	0.01335371	6.86E-07	0.00016462	7.68E-07	0.000219738	1	2.15328E-05	0.0043202
ILMN_1253819	PRKAR2B	-1.132148923	0.0002995	0.01489206	0.0002995	0.01335371	2.15E-08	0.0000125	1.03E-07	0.0000554	1	5.39498E-06	0.00202516
ILMN_2995688	EG433016	-1.132494728	0.01944482	0.1617544	0.01642977	0.14555842	0.00686131	0.09782114	0.01011034	0.119739224	0	0.023367993	0.21022612
ILMN_1238640	2310003H01RIK	-1.132552815	0.0006399	0.0211535	0.0006399	0.01941092	0.0000179	0.00186806	0.0000445	0.003979315	1	0.000264806	0.01861919
ILMN_2696696	GYPA	-1.132817135	0.00276802	0.05133777	0.00149689	0.03284241	0.0000495	0.00391795	0.00035484	0.016129651	0	0.00270263	0.06885567
ILMN_1225192	NFKBID	-1.133066098	0.0002995	0.01489206	0.0002995	0.01335371	3.36E-10	5.04E-07	1.02E-09	0.00000206	1	6.54696E-08	0.00025395
ILMN_1243066	IL1A	-1.133413071	0.02008879	0.16526703	0.01426212	0.13387405	0.00667676	0.09657646	0.00714689	0.098567729	0	0.046032778	0.29096791
ILMN_2937320	SCHIP1	-1.133751669	0.00094262	0.02607154	0.0002995	0.01335371	0.0000122	0.00143971	0.0000348	0.003370933	1	0.000176289	0.01444673
ILMN_2731237	D8ERTD82E	-1.134047583	0.0002995	0.01489206	0.0002995	0.01335371	0.0000214	0.00216179	0.0000762	0.005756583	1	0.00040803	0.02413289
ILMN_2599657	FMNL3	-1.134171185	0.0002995	0.01489206	0.0002995	0.01335371	0.00000477	0.00073484	0.00000943	0.00136995	1	1.81963E-05	0.00399552
ILMN_2731550	BRP17	-1.134397653	0.0002995	0.01489206	0.0002995	0.01335371	0.00000353	0.00059317	0.00000482	0.000858959	1	6.47271E-05	0.00803428
ILMN_2762189	GPATCH1	-1.134466014	0.0002995	0.01489206	0.0002995	0.01335371	3.36E-08	0.0000172	7.56E-07	0.000219513	1	9.99092E-06	0.00281847
ILMN_2959291	UPP1	-1.13449718	0.00094262	0.02607154	0.00094262	0.02430167	0.00041631	0.01805945	0.00028061	0.013898949	1	0.001301631	0.04617913
ILMN_2841289	TNFAIP2	-1.134827216	0.0002995	0.01489206	0.0002995	0.01335371	0.00000721	0.00099242	0.00000322	0.00064069	1	3.26018E-05	0.00557911
ILMN_2671411	KLC1	-1.135147123	0.0002995	0.01489206	0.0002995	0.01335371	5.07E-08	0.0000227	3.61E-07	0.00013352	1	5.15939E-06	0.0020181
ILMN_2596522	MT1	-1.135343672	0.0002995	0.01489206	0.0002995	0.01335371	0.00000371	0.00061709	4.42E-07	0.000148085	1	1.41024E-05	0.00347315
ILMN_2939681	LYZS	-1.136569055	0.0056004	0.08017457	0.00444101	0.06659434	0.00127184	0.03607589	0.0015594	0.040474884	0	0.004644853	0.0931111
ILMN_2964076	TSPAN31	-1.137017412	0.00122569	0.03054155	0.00094262	0.02430167	0.00012131	0.00760514	0.00019258	0.011039321	1	0.000504223	0.02732257
ILMN_2692797	SLC11A1	-1.137029044	0.00094262	0.02607154	0.0002995	0.01335371	0.0000212	0.00215125	0.0000583	0.004702444	1	0.001259689	0.04555924
ILMN_2693124	RAB1B	-1.137428102	0.01965954	0.16292455	0.01142074	0.11750706	0.00353484	0.06674889	0.00513165	0.08285783	0	0.015623977	0.17119804
ILMN_1220769	LMAN2L	-1.138159096	0.0002995	0.01489206	0.0002995	0.01335371	1.01E-08	0.00000691	8.75E-08	0.0000485	1	5.74828E-07	0.00056929
ILMN_2701271	PLSCR1	-1.138607055	0.0002995	0.01489206	0.0002995	0.01335371	1.15E-07	0.0000431	5.41E-08	0.0000344	1	5.21457E-07	0.00053938
ILMN_2778289	CXCL2	-1.140544603	0.0264868	0.19288541	0.01404445	0.132649	0.0022071	0.05134118	0.00600321	0.089676275	0	0.041147128	0.27693959
ILMN_1249362	LOC386298	-1.141212883	0.00122569	0.03054155	0.00122569	0.02881591	0.00022562	0.01181303	0.00059102	0.022623651	1	0.001141234	0.04287409
ILMN_2661287	AKP2	-1.141256855	0.0002995	0.01489206	0.0002995	0.01335371	4.01E-07	0.00011255	7.15E-07	0.000216027	1	3.59833E-06	0.00158025
ILMN_2846865	ACTB	-1.141333782	0.27330516	0.60657516	0.28441349	0.61784421	0.20397044	0.5535661	0.27555162	0.619558566	0	0.257914169	0.61888498
ILMN_2925711	DUSP6	-1.142932506	0.0006399	0.0211535	0.0002995	0.01335371	9.85E-07	0.00021734	0.0000039	0.000746457	1	4.70154E-05	0.00688184
ILMN_2803674	S100A9	-1.1442518	0.0020184	0.04200694	0.00094262	0.02430167	0.00032351	0.01511104	0.00019143	0.01098713	1	0.001633268	0.05224999
ILMN_2866276	CSF2RA	-1.144341375	0.0002995	0.01489206	0.0002995	0.01335371	0.0000165	0.00178433	0.0000775	0.005835203	1	0.00040803	0.02413289
ILMN_2524986	EAR3	-1.144901605	0.01707784	0.15127561	0.01858605	0.1562833	0.01561583	0.15736519	0.02212242	0.183826235	0	0.019643695	0.19233384
ILMN_2479717	PILRA	-1.145002307	0.0002995	0.01489206	0.0002995	0.01335371	0.00000201	0.000379	0.00000853	0.001297207	1	2.65234E-05	0.00480383
ILMN_2987709	SLC15A3	-1.145009054	0.0002995	0.01489206	0.0002995	0.01335371	0.0000166	0.00178433	0.0000144	0.001881854	1	0.000212368	0.01604723
ILMN_1224736	ZMIZ1	-1.145106147	0.0002995	0.01489206	0.0002995	0.01335371	0.0000174	0.00183609	0.0000098	0.001399019	1	2.34111E-05	0.00450296
ILMN_3155815	9830134C10RIK	-1.145114089	0.0002995	0.01489206	0.0002995	0.01335371	2.35E-07	0.0000718	0.00000169	0.000383182	1	6.16514E-06	0.0021257
ILMN_2654754	GP38	-1.146427658	0.00854165	0.10305721	0.0056004	0.0767776	0.00506605	0.08253748	0.00357137	0.067411346	0	0.016875145	0.17884503
